date,account,total_pnl,num_trades,avg_pnl,win_rate,total_volume,avg_leverage,Classification
2023-01-05,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,3,0.0,0.0,476.99280999999996,1.0,Fear
2023-05-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9,0.0,0.0,50005.82917,1.0,Neutral
2024-01-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-129.53146,18,-7.196192222222223,0.05555555555555555,264239.51261,1.0,Greed
2024-01-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,6,0.0,0.0,2008.1847710000002,1.0,Greed
2024-01-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409,137,60.176944591240876,0.9343065693430657,472974.663145,1.0,Greed
2024-01-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939,29,0.028997896551724137,0.06896551724137931,134989.46131,1.0,Greed
2024-01-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467,48,52.2317180625,0.8333333333333334,204481.039535,1.0,Greed
2024-01-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,14,0.0,0.0,87025.4638,1.0,Greed
2024-01-06,0x8477e447846c758f5a675856001ea72298fd9cb5,91.510419,25,3.66041676,0.36,12834.623744,1.0,Greed
2024-01-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1202.488212,13,92.49909323076923,0.6923076923076923,97200.55572,1.0,Greed
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3863.351096,51,75.7519822745098,0.3333333333333333,265469.58605832,1.0,Greed
2024-01-08,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0.0,0.0,0.7385587107465,1.0,Greed
2024-01-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,13,0.0,0.0,143994.99914,1.0,Greed
2024-01-08,0x8477e447846c758f5a675856001ea72298fd9cb5,167.080017,34,4.914118147058823,0.11764705882352941,48714.34987,1.0,Greed
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,9,0.0,0.0,35064.42504,1.0,Greed
2024-01-09,0x8477e447846c758f5a675856001ea72298fd9cb5,137.433093,12,11.452757750000002,0.4166666666666667,12359.663834683,1.0,Extreme Greed
2024-01-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0.0,0.0,139954.32129,1.0,Greed
2024-01-11,0x2c229d22b100a7beb69122eed721cee9b24011dd,-0.09906000000000104,14,-0.00707571428571436,0.2857142857142857,29949.930139999997,1.0,Extreme Greed
2024-01-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1040.5747959999999,9,115.61942177777776,0.2222222222222222,231031.10267,1.0,Extreme Greed
2024-01-12,0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,0.0,1,0.0,0.0,0.062531380961,1.0,Greed
2024-01-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,4458.25495,193,23.099766580310877,0.5025906735751295,47695.61760482,1.0,Greed
2024-01-12,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,13.566929,3,4.522309666666667,0.6666666666666666,34.095160279999995,1.0,Greed
2024-01-12,0x39cef799f8b69da1995852eea189df24eb5cae3c,0.0,1,0.0,0.0,199.81188,1.0,Greed
2024-01-12,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,197.422418,4,49.3556045,0.5,1434.857507,1.0,Greed
2024-01-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,337.835516,27,12.512426518518518,0.5925925925925926,600205.85119,1.0,Greed
2024-01-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,3,0.0,0.0,2998.770608,1.0,Greed
2024-01-12,0x8477e447846c758f5a675856001ea72298fd9cb5,1169.432253,123,9.507579292682927,0.44715447154471544,109899.305676,1.0,Greed
2024-01-12,0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,34709.852428,61,569.0139742295082,0.8032786885245902,52243.584915,1.0,Greed
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.979116,17,46.11641858823529,0.47058823529411764,121348.72987200001,1.0,Greed
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.423473,42,10.867225547619048,0.30952380952380953,474278.433764,1.0,Greed
2024-02-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167,24,69.779798625,0.875,60253.783355,1.0,Greed
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567,7,-206.25922385714284,0.0,2943.7591,1.0,Greed
2024-02-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,37,23.88542735135135,0.32432432432432434,224664.59761,1.0,Greed
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,4,0.0,0.0,14999.878,1.0,Greed
2024-02-06,0x8477e447846c758f5a675856001ea72298fd9cb5,192.906947,93,2.074268247311828,0.3655913978494624,29464.546476,1.0,Greed
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2421.253116,18,134.514062,0.7222222222222222,33347.468420000005,1.0,Greed
2024-02-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,36,0.0,0.0,295967.1237608986,1.0,Greed
2024-02-08,0x8477e447846c758f5a675856001ea72298fd9cb5,228.247701,15,15.2165134,0.8,29767.081960000003,1.0,Greed
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,554.12049,12,46.1767075,0.4166666666666667,70586.15078,1.0,Greed
2024-02-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0.0,0.0,30000.424769999998,1.0,Greed
2024-02-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,4,0.0,0.0,99954.34189,1.0,Greed
2024-02-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0.0,0.0,39999.9936,1.0,Greed
2024-02-12,0x28736f43f1e871e6aa8b1148d38d4994275d72c4,1283.846047,140,9.170328907142856,0.5214285714285715,19651.645503401953,1.0,Greed
2024-02-12,0x2c229d22b100a7beb69122eed721cee9b24011dd,16196.864846,53,305.60122350943396,0.5660377358490566,124483.23659,1.0,Greed
2024-02-12,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0.0,0.0,1.8491791999999997e-06,1.0,Greed
2024-02-12,0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,0.0,1,0.0,0.0,46692.72,1.0,Greed
2024-02-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,754.7378,17,44.396341176470585,0.35294117647058826,300751.23254,1.0,Greed
2024-02-12,0x8381e6d82f1affd39a336e143e081ef7620a3b7f,0.0,6,0.0,0.0,2043.92009,1.0,Greed
2024-02-12,0x8477e447846c758f5a675856001ea72298fd9cb5,254.15562,8,31.7694525,0.125,13343.431700000001,1.0,Greed
2024-02-12,0xae5eacaf9c6b9111fd53034a602c192a04e082ed,0.0,44,0.0,0.0,78277.289414,1.0,Greed
